Readable,Epoch,Train_Loss,IN_PSNR,OUT_PSNR,IN_SSIM,OUT_SSIM,PSNR_Diff
Radius 5 | Fibre: True | Axis: X | Norm: Yes,19,0.0001,35.0,36.2,0.95,0.95,1.2000000000000028
Radius 5 | Fibre: True | Axis: X | Norm: Yes,20,0.0001,35.0,36.22,0.95,0.95,1.2199999999999989
Radius 5 | Fibre: True | Axis: X | Norm: Yes,21,0.0001,35.0,36.07,0.95,0.95,1.0700000000000003
Radius 5 | Fibre: True | Axis: X | Norm: Yes,22,0.0001,35.0,36.02,0.95,0.95,1.0200000000000031
Radius 5 | Fibre: True | Axis: X | Norm: Yes,23,0.0001,35.0,35.91,0.95,0.95,0.9099999999999966
Radius 5 | Fibre: True | Axis: X | Norm: Yes,24,0.0001,35.0,36.2,0.95,0.95,1.2000000000000028
Radius 5 | Fibre: True | Axis: X | Norm: Yes,25,0.0001,35.0,36.12,0.95,0.95,1.1199999999999974
Radius 5 | Fibre: True | Axis: X | Norm: Yes,26,0.0001,35.0,35.86,0.95,0.94,0.8599999999999994
Radius 5 | Fibre: True | Axis: X | Norm: Yes,27,0.0001,35.0,36.05,0.95,0.94,1.0499999999999972
Radius 5 | Fibre: True | Axis: X | Norm: Yes,28,0.0001,35.0,35.95,0.95,0.95,0.9500000000000028
Radius 5 | Fibre: True | Axis: X | Norm: Yes,29,0.0001,35.0,35.99,0.95,0.95,0.990000000000002
Radius 5 | Fibre: True | Axis: X | Norm: Yes,30,0.0001,35.0,36.0,0.95,0.95,1.0
Radius 5 | Fibre: True | Axis: X | Norm: Yes,31,0.0001,35.0,36.03,0.95,0.95,1.0300000000000011
Radius 5 | Fibre: True | Axis: X | Norm: Yes,32,0.0001,35.0,35.77,0.95,0.95,0.7700000000000031
Radius 5 | Fibre: True | Axis: X | Norm: Yes,33,0.0001,35.0,35.93,0.95,0.95,0.9299999999999997
Radius 5 | Fibre: True | Axis: X | Norm: Yes,34,0.0001,35.0,35.92,0.95,0.95,0.9200000000000017
Radius 5 | Fibre: True | Axis: X | Norm: Yes,35,0.0001,35.0,35.87,0.95,0.95,0.8699999999999974
Radius 5 | Fibre: True | Axis: X | Norm: Yes,36,0.0001,35.0,35.51,0.95,0.95,0.509999999999998
Radius 5 | Fibre: True | Axis: X | Norm: Yes,37,0.0001,35.0,35.98,0.95,0.95,0.9799999999999969
Radius 5 | Fibre: True | Axis: X | Norm: Yes,38,0.0001,35.0,35.87,0.95,0.95,0.8699999999999974
Radius 5 | Fibre: True | Axis: X | Norm: Yes,39,0.0001,35.0,36.03,0.95,0.95,1.0300000000000011
Radius 5 | Fibre: True | Axis: X | Norm: Yes,40,0.0001,35.0,35.89,0.95,0.95,0.8900000000000006
Radius 5 | Fibre: True | Axis: X | Norm: Yes,41,0.0001,35.0,35.78,0.95,0.95,0.7800000000000011
Radius 5 | Fibre: True | Axis: X | Norm: Yes,42,0.0001,35.0,35.78,0.95,0.95,0.7800000000000011
Radius 5 | Fibre: True | Axis: X | Norm: Yes,43,0.0001,35.0,35.77,0.95,0.95,0.7700000000000031
Radius 5 | Fibre: True | Axis: X | Norm: Yes,44,0.0001,35.0,35.92,0.95,0.95,0.9200000000000017
Radius 5 | Fibre: True | Axis: X | Norm: Yes,45,0.0001,35.0,35.73,0.95,0.95,0.7299999999999969
Radius 5 | Fibre: True | Axis: X | Norm: Yes,46,0.0001,35.0,35.89,0.95,0.95,0.8900000000000006
Radius 5 | Fibre: True | Axis: X | Norm: Yes,47,0.0001,35.0,35.99,0.95,0.95,0.990000000000002
Radius 5 | Fibre: True | Axis: X | Norm: Yes,48,0.0001,35.0,35.9,0.95,0.95,0.8999999999999986
Radius 5 | Fibre: True | Axis: X | Norm: Yes,49,0.0001,35.0,35.84,0.95,0.95,0.8400000000000034
Radius 5 | Fibre: True | Axis: X | Norm: Yes,50,0.0001,35.0,36.05,0.95,0.95,1.0499999999999972
Radius 5 | Fibre: True | Axis: Y | Norm: No,1,25.0863,36.08,37.44,0.96,0.97,1.3599999999999994
Radius 5 | Fibre: True | Axis: Y | Norm: No,2,6.6315,36.08,38.0,0.96,0.97,1.9200000000000017
Radius 5 | Fibre: True | Axis: Y | Norm: No,3,6.2051,36.08,38.17,0.96,0.97,2.0900000000000034
Radius 5 | Fibre: True | Axis: Y | Norm: No,4,6.5798,36.08,38.39,0.96,0.97,2.3100000000000023
Radius 5 | Fibre: True | Axis: Y | Norm: No,5,5.4652,36.08,38.32,0.96,0.97,2.240000000000002
Radius 5 | Fibre: True | Axis: Y | Norm: No,6,5.3605,36.08,38.36,0.96,0.97,2.280000000000001
Radius 5 | Fibre: True | Axis: Y | Norm: No,7,5.4779,36.08,38.07,0.96,0.97,1.990000000000002
Radius 5 | Fibre: True | Axis: Y | Norm: No,8,5.1754,36.08,37.58,0.96,0.97,1.5
Radius 5 | Fibre: True | Axis: Y | Norm: No,9,4.6939,36.08,38.13,0.96,0.97,2.0500000000000043
Radius 5 | Fibre: True | Axis: Y | Norm: No,10,4.8154,36.08,37.84,0.96,0.97,1.7600000000000051
Radius 5 | Fibre: True | Axis: Y | Norm: No,11,4.6181,36.08,38.19,0.96,0.97,2.1099999999999994
Radius 5 | Fibre: True | Axis: Y | Norm: No,12,4.42,36.08,38.3,0.96,0.97,2.219999999999999
Radius 5 | Fibre: True | Axis: Y | Norm: No,13,4.5097,36.08,38.31,0.96,0.97,2.230000000000004
Radius 5 | Fibre: True | Axis: Y | Norm: No,14,4.3321,36.08,38.34,0.96,0.97,2.260000000000005
Radius 5 | Fibre: True | Axis: Y | Norm: No,15,4.2133,36.08,38.38,0.96,0.97,2.3000000000000043
Radius 5 | Fibre: True | Axis: Y | Norm: No,16,4.1511,36.08,38.31,0.96,0.97,2.230000000000004
Radius 5 | Fibre: True | Axis: Y | Norm: No,17,4.1459,36.08,38.23,0.96,0.97,2.1499999999999986
Radius 5 | Fibre: True | Axis: Y | Norm: No,18,3.9827,36.08,38.34,0.96,0.97,2.260000000000005
Radius 5 | Fibre: True | Axis: Y | Norm: No,19,3.9839,36.08,37.94,0.96,0.97,1.8599999999999994
Radius 5 | Fibre: True | Axis: Y | Norm: No,20,4.0162,36.08,37.91,0.96,0.97,1.8299999999999983
Radius 5 | Fibre: True | Axis: Y | Norm: No,21,3.8439,36.08,38.33,0.96,0.97,2.25
Radius 5 | Fibre: True | Axis: Y | Norm: No,22,3.8572,36.08,38.1,0.96,0.97,2.020000000000003
Radius 5 | Fibre: True | Axis: Y | Norm: No,23,3.8033,36.08,38.11,0.96,0.97,2.030000000000001
Radius 5 | Fibre: True | Axis: Y | Norm: No,24,3.8235,36.08,38.27,0.96,0.97,2.190000000000005
Radius 5 | Fibre: True | Axis: Y | Norm: No,25,3.6488,36.08,38.23,0.96,0.97,2.1499999999999986
Radius 5 | Fibre: True | Axis: Y | Norm: No,26,3.4637,36.08,38.22,0.96,0.97,2.1400000000000006
Radius 5 | Fibre: True | Axis: Y | Norm: No,27,3.6654,36.08,38.28,0.96,0.97,2.200000000000003
Radius 5 | Fibre: True | Axis: Y | Norm: No,28,3.6188,36.08,38.26,0.96,0.97,2.1799999999999997
Radius 5 | Fibre: True | Axis: Y | Norm: No,29,3.3311,36.08,38.26,0.96,0.97,2.1799999999999997
Radius 5 | Fibre: True | Axis: Y | Norm: No,30,3.4607,36.08,38.1,0.96,0.97,2.020000000000003
Radius 5 | Fibre: True | Axis: Y | Norm: No,31,3.4163,36.08,38.15,0.96,0.97,2.0700000000000003
Radius 5 | Fibre: True | Axis: Y | Norm: No,32,3.343,36.08,38.16,0.96,0.97,2.0799999999999983
Radius 5 | Fibre: True | Axis: Y | Norm: No,33,3.3365,36.08,38.19,0.96,0.97,2.1099999999999994
Radius 5 | Fibre: True | Axis: Y | Norm: No,34,3.2759,36.08,38.07,0.96,0.97,1.990000000000002
Radius 5 | Fibre: True | Axis: Y | Norm: No,35,3.2886,36.08,38.18,0.96,0.97,2.1000000000000014
Radius 5 | Fibre: True | Axis: Y | Norm: No,36,3.2744,36.08,38.21,0.96,0.97,2.1300000000000026
Radius 5 | Fibre: True | Axis: Y | Norm: No,37,3.3048,36.08,38.24,0.96,0.97,2.1600000000000037
Radius 5 | Fibre: True | Axis: Y | Norm: No,38,3.2733,36.08,38.23,0.96,0.97,2.1499999999999986
Radius 5 | Fibre: True | Axis: Y | Norm: No,39,3.114,36.08,38.16,0.96,0.97,2.0799999999999983
Radius 5 | Fibre: True | Axis: Y | Norm: No,40,3.2,36.08,37.99,0.96,0.97,1.9100000000000037
Radius 5 | Fibre: True | Axis: Y | Norm: No,41,3.3204,36.08,38.14,0.96,0.97,2.0600000000000023
Radius 5 | Fibre: True | Axis: Y | Norm: No,42,3.1664,36.08,38.12,0.96,0.97,2.039999999999999
Radius 5 | Fibre: True | Axis: Y | Norm: No,43,2.984,36.08,38.23,0.96,0.97,2.1499999999999986
Radius 5 | Fibre: True | Axis: Y | Norm: No,44,3.2567,36.08,38.19,0.96,0.97,2.1099999999999994
Radius 5 | Fibre: True | Axis: Y | Norm: No,45,3.028,36.08,38.21,0.96,0.97,2.1300000000000026
Radius 5 | Fibre: True | Axis: Y | Norm: No,46,2.9788,36.08,38.15,0.96,0.97,2.0700000000000003
Radius 5 | Fibre: True | Axis: Y | Norm: No,47,3.0296,36.08,38.13,0.96,0.97,2.0500000000000043
Radius 5 | Fibre: True | Axis: Y | Norm: No,48,2.9227,36.08,38.16,0.96,0.97,2.0799999999999983
Radius 5 | Fibre: True | Axis: Y | Norm: No,49,2.968,36.08,37.99,0.96,0.97,1.9100000000000037
Radius 5 | Fibre: True | Axis: Y | Norm: No,50,3.1194,36.08,38.1,0.96,0.97,2.020000000000003
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,1,0.0002,36.08,37.17,0.96,0.97,1.0900000000000034
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,2,0.0001,36.08,37.46,0.96,0.97,1.3800000000000026
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,3,0.0001,36.08,37.43,0.96,0.97,1.3500000000000014
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,4,0.0001,36.08,37.85,0.96,0.97,1.7700000000000031
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,5,0.0001,36.08,37.64,0.96,0.97,1.5600000000000023
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,6,0.0001,36.08,37.89,0.96,0.97,1.8100000000000023
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,7,0.0001,36.08,37.39,0.96,0.97,1.3100000000000023
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,8,0.0001,36.08,37.46,0.96,0.97,1.3800000000000026
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,9,0.0001,36.08,37.83,0.96,0.97,1.75
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,10,0.0001,36.08,38.01,0.96,0.97,1.9299999999999997
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,11,0.0001,36.08,37.82,0.96,0.97,1.740000000000002
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,12,0.0001,36.08,37.75,0.96,0.97,1.6700000000000017
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,13,0.0001,36.08,37.67,0.96,0.97,1.5900000000000034
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,14,0.0001,36.08,37.98,0.96,0.97,1.8999999999999986
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,15,0.0001,36.08,35.47,0.96,0.95,-0.6099999999999994
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,16,0.0001,36.08,37.9,0.96,0.97,1.8200000000000003
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,17,0.0001,36.08,37.9,0.96,0.97,1.8200000000000003
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,18,0.0001,36.08,37.82,0.96,0.97,1.740000000000002
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,19,0.0001,36.08,37.87,0.96,0.97,1.7899999999999991
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,20,0.0001,36.08,37.37,0.96,0.97,1.2899999999999991
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,21,0.0001,36.08,37.53,0.96,0.97,1.4500000000000028
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,22,0.0001,36.08,37.94,0.96,0.97,1.8599999999999994
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,23,0.0001,36.08,37.7,0.96,0.97,1.6200000000000045
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,24,0.0001,36.08,37.52,0.96,0.97,1.4400000000000048
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,25,0.0001,36.08,37.84,0.96,0.97,1.7600000000000051
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,26,0.0001,36.08,37.7,0.96,0.97,1.6200000000000045
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,27,0.0001,36.08,37.84,0.96,0.97,1.7600000000000051
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,28,0.0001,36.08,37.9,0.96,0.97,1.8200000000000003
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,29,0.0001,36.08,37.72,0.96,0.97,1.6400000000000006
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,30,0.0001,36.08,37.39,0.96,0.97,1.3100000000000023
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,31,0.0001,36.08,37.77,0.96,0.97,1.6900000000000048
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,32,0.0001,36.08,37.84,0.96,0.97,1.7600000000000051
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,33,0.0001,36.08,37.76,0.96,0.97,1.6799999999999997
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,34,0.0001,36.08,37.55,0.96,0.97,1.4699999999999989
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,35,0.0001,36.08,37.77,0.96,0.97,1.6900000000000048
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,36,0.0001,36.08,37.89,0.96,0.97,1.8100000000000023
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,37,0.0,36.08,37.42,0.96,0.97,1.3400000000000034
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,38,0.0001,36.08,37.71,0.96,0.97,1.6300000000000026
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,39,0.0,36.08,37.78,0.96,0.97,1.7000000000000028
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,40,0.0001,36.08,37.54,0.96,0.97,1.4600000000000009
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,41,0.0,36.08,37.67,0.96,0.97,1.5900000000000034
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,42,0.0,36.08,37.83,0.96,0.97,1.75
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,43,0.0,36.08,37.76,0.96,0.97,1.6799999999999997
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,44,0.0,36.08,37.62,0.96,0.97,1.5399999999999991
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,45,0.0,36.08,37.71,0.96,0.97,1.6300000000000026
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,46,0.0,36.08,37.64,0.96,0.97,1.5600000000000023
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,47,0.0,36.08,37.66,0.96,0.97,1.5799999999999983
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,48,0.0,36.08,37.57,0.96,0.97,1.490000000000002
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,49,0.0,36.08,37.16,0.96,0.96,1.0799999999999983
Radius 5 | Fibre: True | Axis: Y | Norm: Yes,50,0.0,36.08,37.75,0.96,0.97,1.6700000000000017
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,1,0.0005,34.98,35.83,0.95,0.95,0.8500000000000014
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,2,0.0002,34.98,36.09,0.95,0.95,1.1100000000000065
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,3,0.0002,34.98,36.17,0.95,0.95,1.1900000000000048
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,4,0.0002,34.98,36.2,0.95,0.95,1.220000000000006
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,5,0.0002,34.98,36.19,0.95,0.95,1.2100000000000009
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,6,0.0002,34.98,36.11,0.95,0.95,1.1300000000000026
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,7,0.0001,34.98,36.08,0.95,0.95,1.1000000000000014
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,8,0.0001,34.98,36.07,0.95,0.95,1.0900000000000034
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,9,0.0001,34.98,35.96,0.95,0.95,0.980000000000004
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,10,0.0001,34.98,36.0,0.95,0.94,1.0200000000000031
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,11,0.0001,34.98,36.0,0.95,0.95,1.0200000000000031
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,12,0.0001,34.98,35.64,0.95,0.94,0.6600000000000037
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,13,0.0001,34.98,35.89,0.95,0.95,0.9100000000000037
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,14,0.0001,34.98,35.71,0.95,0.94,0.730000000000004
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,15,0.0001,34.98,35.82,0.95,0.94,0.8400000000000034
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,16,0.0001,34.98,35.9,0.95,0.94,0.9200000000000017
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,17,0.0001,34.98,35.94,0.95,0.95,0.9600000000000009
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,18,0.0001,34.98,36.05,0.95,0.95,1.0700000000000003
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,19,0.0001,34.98,35.99,0.95,0.95,1.0100000000000051
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,20,0.0001,34.98,35.99,0.95,0.95,1.0100000000000051
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,21,0.0001,34.98,35.98,0.95,0.95,1.0
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,22,0.0001,34.98,35.85,0.95,0.95,0.8700000000000045
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,23,0.0001,34.98,35.5,0.95,0.94,0.5200000000000031
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,24,0.0001,34.98,35.64,0.95,0.95,0.6600000000000037
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,25,0.0001,34.98,35.69,0.95,0.95,0.7100000000000009
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,26,0.0001,34.98,36.04,0.95,0.95,1.0600000000000023
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,27,0.0001,34.98,35.63,0.95,0.94,0.6500000000000057
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,28,0.0001,34.98,35.64,0.95,0.94,0.6600000000000037
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,29,0.0001,34.98,35.83,0.95,0.95,0.8500000000000014
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,30,0.0001,34.98,35.95,0.95,0.95,0.970000000000006
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,31,0.0001,34.98,35.84,0.95,0.95,0.8600000000000065
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,32,0.0001,34.98,35.76,0.95,0.94,0.7800000000000011
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,33,0.0001,34.98,35.7,0.95,0.94,0.720000000000006
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,34,0.0001,34.98,35.66,0.95,0.94,0.6799999999999997
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,35,0.0001,34.98,35.68,0.95,0.94,0.7000000000000028
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,36,0.0001,34.98,35.72,0.95,0.94,0.740000000000002
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,37,0.0001,34.98,34.26,0.95,0.69,-0.7199999999999989
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,38,0.0001,34.98,35.72,0.95,0.94,0.740000000000002
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,39,0.0001,34.98,35.68,0.95,0.94,0.7000000000000028
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,40,0.0001,34.98,35.73,0.95,0.95,0.75
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,41,0.0001,34.98,35.74,0.95,0.94,0.7600000000000051
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,42,0.0001,34.98,35.7,0.95,0.94,0.720000000000006
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,43,0.0001,34.98,35.69,0.95,0.94,0.7100000000000009
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,44,0.0001,34.98,35.47,0.95,0.94,0.490000000000002
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,45,0.0001,34.98,35.53,0.95,0.94,0.5500000000000043
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,46,0.0001,34.98,35.89,0.95,0.95,0.9100000000000037
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,47,0.0001,34.98,35.92,0.95,0.95,0.9400000000000048
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,48,0.0001,34.98,35.93,0.95,0.95,0.9500000000000028
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,49,0.0001,34.98,35.78,0.95,0.94,0.8000000000000043
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,50,0.0001,34.98,35.89,0.95,0.95,0.9100000000000037
Radius 5 | Fibre: True | Axis: Z | Norm: No,1,27.0976,34.98,31.66,0.95,0.95,-3.3199999999999967
Radius 5 | Fibre: True | Axis: Z | Norm: No,2,13.9067,34.98,36.35,0.95,0.96,1.3700000000000045
Radius 5 | Fibre: True | Axis: Z | Norm: No,3,13.4431,34.98,36.4,0.95,0.96,1.4200000000000017
Radius 5 | Fibre: True | Axis: Z | Norm: No,4,11.4067,34.98,36.31,0.95,0.95,1.3300000000000054
Radius 5 | Fibre: True | Axis: Z | Norm: No,5,10.9034,34.98,36.4,0.95,0.95,1.4200000000000017
Radius 5 | Fibre: True | Axis: Z | Norm: No,6,10.2751,34.98,36.28,0.95,0.95,1.3000000000000043
Radius 5 | Fibre: True | Axis: Z | Norm: No,7,10.1337,34.98,34.47,0.95,0.95,-0.509999999999998
Radius 5 | Fibre: True | Axis: Z | Norm: No,8,9.637,34.98,36.23,0.95,0.95,1.25
Radius 5 | Fibre: True | Axis: Z | Norm: No,9,9.7796,34.98,36.25,0.95,0.95,1.2700000000000031
Radius 5 | Fibre: True | Axis: Z | Norm: No,10,9.1193,34.98,36.41,0.95,0.95,1.4299999999999997
Radius 5 | Fibre: True | Axis: Z | Norm: No,11,9.2329,34.98,36.23,0.95,0.95,1.25
Radius 5 | Fibre: True | Axis: Z | Norm: No,12,9.0717,34.98,36.29,0.95,0.95,1.3100000000000023
Radius 5 | Fibre: True | Axis: Z | Norm: No,13,9.9335,34.98,36.35,0.95,0.96,1.3700000000000045
Radius 5 | Fibre: True | Axis: Z | Norm: No,14,9.0433,34.98,36.1,0.95,0.95,1.1200000000000045
Radius 5 | Fibre: True | Axis: Z | Norm: No,15,8.8319,34.98,30.1,0.95,0.94,-4.8799999999999955
Radius 5 | Fibre: True | Axis: Z | Norm: No,16,8.6382,34.98,33.55,0.95,0.95,-1.4299999999999997
Radius 5 | Fibre: True | Axis: Z | Norm: No,17,8.224,34.98,32.94,0.95,0.95,-2.039999999999999
Radius 5 | Fibre: True | Axis: Z | Norm: No,18,8.4498,34.98,36.02,0.95,0.94,1.0400000000000063
Radius 5 | Fibre: True | Axis: Z | Norm: No,19,8.0984,34.98,36.0,0.95,0.95,1.0200000000000031
Radius 5 | Fibre: True | Axis: Z | Norm: No,20,7.9568,34.98,36.06,0.95,0.95,1.0800000000000054
Radius 5 | Fibre: True | Axis: Z | Norm: No,21,7.9672,34.98,36.32,0.95,0.95,1.3400000000000034
Radius 5 | Fibre: True | Axis: Z | Norm: No,22,8.0786,34.98,36.11,0.95,0.95,1.1300000000000026
Radius 5 | Fibre: True | Axis: Z | Norm: No,23,7.5459,34.98,36.02,0.95,0.95,1.0400000000000063
Radius 5 | Fibre: True | Axis: Z | Norm: No,24,7.9767,34.98,36.4,0.95,0.96,1.4200000000000017
Radius 5 | Fibre: True | Axis: Z | Norm: No,25,7.6798,34.98,36.03,0.95,0.95,1.0500000000000043
Radius 5 | Fibre: True | Axis: Z | Norm: No,26,7.447,34.98,35.9,0.95,0.95,0.9200000000000017
Radius 5 | Fibre: True | Axis: Z | Norm: No,27,7.5535,34.98,35.88,0.95,0.95,0.9000000000000057
Radius 5 | Fibre: True | Axis: Z | Norm: No,28,7.458,34.98,35.94,0.95,0.94,0.9600000000000009
Radius 5 | Fibre: True | Axis: Z | Norm: No,29,7.2881,34.98,36.1,0.95,0.95,1.1200000000000045
Radius 5 | Fibre: True | Axis: Z | Norm: No,30,7.1838,34.98,36.14,0.95,0.95,1.1600000000000037
Radius 5 | Fibre: True | Axis: Z | Norm: No,31,7.1715,34.98,36.0,0.95,0.95,1.0200000000000031
Radius 5 | Fibre: True | Axis: Z | Norm: No,32,7.6705,34.98,36.2,0.95,0.95,1.220000000000006
Radius 5 | Fibre: True | Axis: Z | Norm: No,33,7.0633,34.98,35.96,0.95,0.95,0.980000000000004
Radius 5 | Fibre: True | Axis: Z | Norm: No,34,7.1093,34.98,36.27,0.95,0.95,1.2900000000000063
Radius 5 | Fibre: True | Axis: Z | Norm: No,35,7.2633,34.98,36.07,0.95,0.95,1.0900000000000034
Radius 5 | Fibre: True | Axis: Z | Norm: No,36,6.8831,34.98,36.04,0.95,0.95,1.0600000000000023
Radius 5 | Fibre: True | Axis: Z | Norm: No,37,7.0267,34.98,36.01,0.95,0.94,1.0300000000000011
Radius 5 | Fibre: True | Axis: Z | Norm: No,38,6.7524,34.98,36.06,0.95,0.95,1.0800000000000054
Radius 5 | Fibre: True | Axis: Z | Norm: No,39,6.7649,34.98,35.99,0.95,0.94,1.0100000000000051
Radius 5 | Fibre: True | Axis: Z | Norm: No,40,6.7343,34.98,36.01,0.95,0.95,1.0300000000000011
Radius 5 | Fibre: True | Axis: Z | Norm: No,41,7.1114,34.98,35.98,0.95,0.95,1.0
Radius 5 | Fibre: True | Axis: Z | Norm: No,42,6.5507,34.98,35.05,0.95,0.95,0.07000000000000028
Radius 5 | Fibre: True | Axis: Z | Norm: No,43,6.8917,34.98,36.08,0.95,0.95,1.1000000000000014
Radius 5 | Fibre: True | Axis: Z | Norm: No,44,6.5881,34.98,36.05,0.95,0.95,1.0700000000000003
Radius 5 | Fibre: True | Axis: Z | Norm: No,45,6.5653,34.98,35.91,0.95,0.94,0.9299999999999997
Radius 5 | Fibre: True | Axis: Z | Norm: No,46,6.6892,34.98,35.87,0.95,0.94,0.8900000000000006
Radius 5 | Fibre: True | Axis: Z | Norm: No,47,6.4631,34.98,35.93,0.95,0.94,0.9500000000000028
Radius 5 | Fibre: True | Axis: Z | Norm: No,48,6.6058,34.98,35.82,0.95,0.95,0.8400000000000034
Radius 5 | Fibre: True | Axis: Z | Norm: No,49,6.6974,34.98,35.79,0.95,0.95,0.8100000000000023
Radius 5 | Fibre: True | Axis: Z | Norm: No,50,6.5622,34.98,35.92,0.95,0.95,0.9400000000000048
