Readable,Epoch,Train_Loss,IN_PSNR,OUT_PSNR,IN_SSIM,OUT_SSIM,PSNR_Diff
Radius 2 | Fibre: False | Axis: X | Norm: Yes,1,0.0005,36.02,36.23,0.96,0.95,0.20999999999999375
Radius 2 | Fibre: False | Axis: X | Norm: Yes,2,0.0004,36.02,36.77,0.96,0.96,0.75
Radius 2 | Fibre: False | Axis: X | Norm: Yes,3,0.0003,36.02,36.92,0.96,0.96,0.8999999999999986
Radius 2 | Fibre: False | Axis: X | Norm: Yes,4,0.0003,36.02,36.97,0.96,0.97,0.9499999999999957
Radius 2 | Fibre: False | Axis: X | Norm: Yes,5,0.0003,36.02,36.73,0.96,0.96,0.7099999999999937
Radius 2 | Fibre: False | Axis: X | Norm: Yes,6,0.0003,36.02,36.41,0.96,0.9,0.38999999999999346
Radius 2 | Fibre: False | Axis: X | Norm: Yes,7,0.0003,36.02,36.93,0.96,0.96,0.9099999999999966
Radius 2 | Fibre: False | Axis: X | Norm: Yes,8,0.0003,36.02,36.97,0.96,0.96,0.9499999999999957
Radius 2 | Fibre: False | Axis: X | Norm: Yes,9,0.0003,36.02,36.74,0.96,0.97,0.7199999999999989
Radius 2 | Fibre: False | Axis: X | Norm: Yes,10,0.0003,36.02,36.99,0.96,0.97,0.9699999999999989
Radius 2 | Fibre: False | Axis: X | Norm: Yes,11,0.0003,36.02,37.04,0.96,0.97,1.019999999999996
Radius 2 | Fibre: False | Axis: X | Norm: Yes,12,0.0003,36.02,36.64,0.96,0.94,0.6199999999999974
Radius 2 | Fibre: False | Axis: X | Norm: Yes,13,0.0003,36.02,36.89,0.96,0.96,0.8699999999999974
Radius 2 | Fibre: False | Axis: X | Norm: Yes,14,0.0003,36.02,36.94,0.96,0.96,0.9199999999999946
Radius 2 | Fibre: False | Axis: X | Norm: Yes,15,0.0003,36.02,36.85,0.96,0.96,0.8299999999999983
Radius 2 | Fibre: False | Axis: X | Norm: Yes,16,0.0002,36.02,36.88,0.96,0.96,0.8599999999999994
Radius 2 | Fibre: False | Axis: X | Norm: Yes,17,0.0002,36.02,36.9,0.96,0.96,0.8799999999999955
Radius 2 | Fibre: False | Axis: X | Norm: Yes,18,0.0002,36.02,36.97,0.96,0.96,0.9499999999999957
Radius 2 | Fibre: False | Axis: X | Norm: Yes,19,0.0002,36.02,36.88,0.96,0.96,0.8599999999999994
Radius 2 | Fibre: False | Axis: X | Norm: Yes,20,0.0002,36.02,36.7,0.96,0.96,0.6799999999999997
Radius 2 | Fibre: False | Axis: X | Norm: Yes,21,0.0002,36.02,36.88,0.96,0.96,0.8599999999999994
Radius 2 | Fibre: False | Axis: X | Norm: Yes,22,0.0002,36.02,36.98,0.96,0.97,0.9599999999999937
Radius 2 | Fibre: False | Axis: X | Norm: Yes,23,0.0002,36.02,36.93,0.96,0.96,0.9099999999999966
Radius 2 | Fibre: False | Axis: X | Norm: Yes,24,0.0002,36.02,36.87,0.96,0.96,0.8499999999999943
Radius 2 | Fibre: False | Axis: X | Norm: Yes,25,0.0002,36.02,36.9,0.96,0.96,0.8799999999999955
Radius 2 | Fibre: False | Axis: X | Norm: Yes,26,0.0002,36.02,36.85,0.96,0.96,0.8299999999999983
Radius 2 | Fibre: False | Axis: X | Norm: Yes,27,0.0002,36.02,36.84,0.96,0.96,0.8200000000000003
Radius 2 | Fibre: False | Axis: X | Norm: Yes,28,0.0002,36.02,36.86,0.96,0.95,0.8399999999999963
Radius 2 | Fibre: False | Axis: X | Norm: Yes,29,0.0002,36.02,36.8,0.96,0.96,0.779999999999994
Radius 2 | Fibre: False | Axis: X | Norm: Yes,30,0.0002,36.02,36.72,0.96,0.96,0.6999999999999957
Radius 2 | Fibre: False | Axis: X | Norm: Yes,31,0.0002,36.02,36.81,0.96,0.96,0.7899999999999991
Radius 2 | Fibre: False | Axis: X | Norm: Yes,32,0.0002,36.02,36.87,0.96,0.96,0.8499999999999943
Radius 2 | Fibre: False | Axis: X | Norm: Yes,33,0.0002,36.02,36.77,0.96,0.96,0.75
Radius 2 | Fibre: False | Axis: X | Norm: Yes,34,0.0002,36.02,36.76,0.96,0.96,0.7399999999999949
Radius 2 | Fibre: False | Axis: X | Norm: Yes,35,0.0002,36.02,36.69,0.96,0.96,0.6699999999999946
Radius 2 | Fibre: False | Axis: X | Norm: Yes,36,0.0002,36.02,36.56,0.96,0.96,0.5399999999999991
Radius 2 | Fibre: False | Axis: X | Norm: Yes,37,0.0002,36.02,36.78,0.96,0.96,0.759999999999998
Radius 2 | Fibre: False | Axis: X | Norm: Yes,38,0.0002,36.02,36.73,0.96,0.96,0.7099999999999937
Radius 2 | Fibre: False | Axis: X | Norm: Yes,39,0.0002,36.02,36.72,0.96,0.96,0.6999999999999957
Radius 2 | Fibre: False | Axis: X | Norm: Yes,40,0.0002,36.02,36.75,0.96,0.96,0.7299999999999969
Radius 2 | Fibre: False | Axis: X | Norm: Yes,41,0.0002,36.02,36.68,0.96,0.96,0.6599999999999966
Radius 2 | Fibre: False | Axis: X | Norm: Yes,42,0.0002,36.02,36.59,0.96,0.96,0.5700000000000003
Radius 2 | Fibre: False | Axis: X | Norm: Yes,43,0.0002,36.02,36.66,0.96,0.96,0.6399999999999935
Radius 2 | Fibre: False | Axis: X | Norm: Yes,44,0.0002,36.02,36.57,0.96,0.96,0.5499999999999972
Radius 2 | Fibre: False | Axis: X | Norm: Yes,45,0.0002,36.02,36.58,0.96,0.96,0.5599999999999952
Radius 2 | Fibre: False | Axis: X | Norm: Yes,46,0.0002,36.02,36.7,0.96,0.96,0.6799999999999997
Radius 2 | Fibre: False | Axis: X | Norm: Yes,47,0.0002,36.02,36.62,0.96,0.96,0.5999999999999943
Radius 2 | Fibre: False | Axis: X | Norm: Yes,48,0.0002,36.02,36.42,0.96,0.96,0.3999999999999986
Radius 2 | Fibre: False | Axis: X | Norm: Yes,49,0.0002,36.02,36.63,0.96,0.96,0.6099999999999994
Radius 2 | Fibre: False | Axis: X | Norm: Yes,50,0.0002,36.02,35.59,0.96,0.93,-0.4299999999999997
Radius 5 | Fibre: False | Axis: X | Norm: Yes,1,0.0007,35.33,36.05,0.96,0.96,0.7199999999999989
Radius 5 | Fibre: False | Axis: X | Norm: Yes,2,0.0004,35.33,36.47,0.96,0.96,1.1400000000000006
Radius 5 | Fibre: False | Axis: X | Norm: Yes,3,0.0003,35.33,36.54,0.96,0.97,1.2100000000000009
Radius 5 | Fibre: False | Axis: X | Norm: Yes,4,0.0003,35.33,36.28,0.96,0.92,0.9500000000000028
Radius 5 | Fibre: False | Axis: X | Norm: Yes,5,0.0003,35.33,36.01,0.96,0.95,0.6799999999999997
Radius 5 | Fibre: False | Axis: X | Norm: Yes,6,0.0003,35.33,36.75,0.96,0.97,1.4200000000000017
Radius 5 | Fibre: False | Axis: X | Norm: Yes,7,0.0003,35.33,36.61,0.96,0.97,1.2800000000000011
Radius 5 | Fibre: False | Axis: X | Norm: Yes,8,0.0002,35.33,36.76,0.96,0.97,1.4299999999999997
Radius 5 | Fibre: False | Axis: X | Norm: Yes,9,0.0002,35.33,36.73,0.96,0.97,1.3999999999999986
Radius 5 | Fibre: False | Axis: X | Norm: Yes,10,0.0002,35.33,36.77,0.96,0.97,1.4400000000000048
Radius 5 | Fibre: False | Axis: X | Norm: Yes,11,0.0002,35.33,36.53,0.96,0.97,1.2000000000000028
Radius 5 | Fibre: False | Axis: X | Norm: Yes,12,0.0002,35.33,36.54,0.96,0.94,1.2100000000000009
Radius 5 | Fibre: False | Axis: X | Norm: Yes,13,0.0002,35.33,36.1,0.96,0.93,0.7700000000000031
Radius 5 | Fibre: False | Axis: X | Norm: Yes,14,0.0002,35.33,36.57,0.96,0.96,1.240000000000002
Radius 5 | Fibre: False | Axis: X | Norm: Yes,15,0.0002,35.33,36.81,0.96,0.97,1.480000000000004
Radius 5 | Fibre: False | Axis: X | Norm: Yes,16,0.0002,35.33,36.77,0.96,0.97,1.4400000000000048
Radius 5 | Fibre: False | Axis: X | Norm: Yes,17,0.0002,35.33,36.67,0.96,0.96,1.3400000000000034
Radius 5 | Fibre: False | Axis: X | Norm: Yes,18,0.0002,35.33,36.7,0.96,0.96,1.3700000000000045
Radius 5 | Fibre: False | Axis: X | Norm: Yes,19,0.0002,35.33,36.61,0.96,0.96,1.2800000000000011
Radius 5 | Fibre: False | Axis: X | Norm: Yes,20,0.0002,35.33,36.62,0.96,0.97,1.2899999999999991
Radius 5 | Fibre: False | Axis: X | Norm: Yes,21,0.0002,35.33,36.62,0.96,0.96,1.2899999999999991
Radius 5 | Fibre: False | Axis: X | Norm: Yes,22,0.0002,35.33,36.58,0.96,0.97,1.25
Radius 5 | Fibre: False | Axis: X | Norm: Yes,23,0.0002,35.33,36.66,0.96,0.97,1.3299999999999983
Radius 5 | Fibre: False | Axis: X | Norm: Yes,24,0.0002,35.33,36.61,0.96,0.97,1.2800000000000011
Radius 5 | Fibre: False | Axis: X | Norm: Yes,25,0.0002,35.33,36.58,0.96,0.97,1.25
Radius 5 | Fibre: False | Axis: X | Norm: Yes,26,0.0002,35.33,36.49,0.96,0.96,1.1600000000000037
Radius 5 | Fibre: False | Axis: X | Norm: Yes,27,0.0002,35.33,36.62,0.96,0.97,1.2899999999999991
Radius 5 | Fibre: False | Axis: X | Norm: Yes,28,0.0002,35.33,36.56,0.96,0.97,1.230000000000004
Radius 5 | Fibre: False | Axis: X | Norm: Yes,29,0.0002,35.33,36.51,0.96,0.97,1.1799999999999997
Radius 5 | Fibre: False | Axis: X | Norm: Yes,30,0.0002,35.33,36.58,0.96,0.97,1.25
Radius 5 | Fibre: False | Axis: X | Norm: Yes,31,0.0002,35.33,36.57,0.96,0.97,1.240000000000002
Radius 5 | Fibre: False | Axis: X | Norm: Yes,32,0.0002,35.33,36.41,0.96,0.96,1.0799999999999983
Radius 5 | Fibre: False | Axis: X | Norm: Yes,33,0.0002,35.33,36.52,0.96,0.97,1.1900000000000048
Radius 5 | Fibre: False | Axis: X | Norm: Yes,34,0.0002,35.33,36.51,0.96,0.97,1.1799999999999997
Radius 5 | Fibre: False | Axis: X | Norm: Yes,35,0.0002,35.33,36.53,0.96,0.97,1.2000000000000028
Radius 5 | Fibre: False | Axis: X | Norm: Yes,36,0.0002,35.33,36.54,0.96,0.97,1.2100000000000009
Radius 5 | Fibre: False | Axis: X | Norm: Yes,37,0.0002,35.33,36.54,0.96,0.97,1.2100000000000009
Radius 5 | Fibre: False | Axis: X | Norm: Yes,38,0.0002,35.33,36.52,0.96,0.96,1.1900000000000048
Radius 5 | Fibre: False | Axis: X | Norm: Yes,39,0.0002,35.33,36.45,0.96,0.97,1.1200000000000045
Radius 5 | Fibre: False | Axis: X | Norm: Yes,40,0.0002,35.33,36.48,0.96,0.96,1.1499999999999986
Radius 5 | Fibre: False | Axis: X | Norm: Yes,41,0.0002,35.33,36.49,0.96,0.97,1.1600000000000037
Radius 5 | Fibre: False | Axis: X | Norm: Yes,42,0.0002,35.33,36.42,0.96,0.97,1.0900000000000034
Radius 5 | Fibre: False | Axis: X | Norm: Yes,43,0.0002,35.33,36.43,0.96,0.97,1.1000000000000014
Radius 5 | Fibre: False | Axis: X | Norm: Yes,44,0.0002,35.33,36.41,0.96,0.97,1.0799999999999983
Radius 5 | Fibre: False | Axis: X | Norm: Yes,45,0.0002,35.33,34.88,0.96,0.96,-0.44999999999999574
Radius 5 | Fibre: False | Axis: X | Norm: Yes,46,0.0002,35.33,36.34,0.96,0.97,1.0100000000000051
Radius 5 | Fibre: False | Axis: X | Norm: Yes,47,0.0002,35.33,36.41,0.96,0.97,1.0799999999999983
Radius 5 | Fibre: False | Axis: X | Norm: Yes,48,0.0002,35.33,36.53,0.96,0.97,1.2000000000000028
Radius 5 | Fibre: False | Axis: X | Norm: Yes,49,0.0002,35.33,36.37,0.96,0.97,1.0399999999999991
Radius 5 | Fibre: False | Axis: X | Norm: Yes,50,0.0002,35.33,36.39,0.96,0.97,1.0600000000000023
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,1,0.002,34.75,35.28,0.96,0.95,0.5300000000000011
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,2,0.0004,34.75,35.7,0.96,0.96,0.9500000000000028
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,3,0.0003,34.75,35.79,0.96,0.95,1.0399999999999991
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,4,0.0003,34.75,35.96,0.96,0.96,1.2100000000000009
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,5,0.0003,34.75,35.83,0.96,0.96,1.0799999999999983
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,6,0.0003,34.75,35.8,0.96,0.96,1.0499999999999972
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,7,0.0003,34.75,36.01,0.96,0.96,1.259999999999998
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,8,0.0003,34.75,36.15,0.96,0.97,1.3999999999999986
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,9,0.0003,34.75,36.16,0.96,0.96,1.4099999999999966
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,10,0.0003,34.75,36.13,0.96,0.96,1.3800000000000026
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,11,0.0002,34.75,36.12,0.96,0.96,1.3699999999999974
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,12,0.0002,34.75,36.16,0.96,0.96,1.4099999999999966
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,13,0.0002,34.75,36.07,0.96,0.96,1.3200000000000003
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,14,0.0002,34.75,36.01,0.96,0.95,1.259999999999998
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,15,0.0002,34.75,36.08,0.96,0.96,1.3299999999999983
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,16,0.0002,34.75,36.09,0.96,0.96,1.3400000000000034
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,17,0.0002,34.75,35.95,0.96,0.96,1.2000000000000028
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,18,0.0003,34.75,36.1,0.96,0.96,1.3500000000000014
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,19,0.0002,34.75,35.95,0.96,0.96,1.2000000000000028
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,20,0.0002,34.75,36.06,0.96,0.96,1.3100000000000023
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,21,0.0002,34.75,36.0,0.96,0.96,1.25
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,22,0.0002,34.75,36.04,0.96,0.97,1.2899999999999991
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,23,0.0002,34.75,35.97,0.96,0.96,1.2199999999999989
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,24,0.0002,34.75,36.1,0.96,0.96,1.3500000000000014
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,25,0.0002,34.75,35.94,0.96,0.96,1.1899999999999977
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,26,0.0002,34.75,35.64,0.96,0.96,0.8900000000000006
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,27,0.0002,34.75,35.82,0.96,0.96,1.0700000000000003
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,28,0.0002,34.75,35.93,0.96,0.96,1.1799999999999997
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,29,0.0002,34.75,35.88,0.96,0.96,1.1300000000000026
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,30,0.0002,34.75,35.81,0.96,0.96,1.0600000000000023
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,31,0.0002,34.75,33.6,0.96,0.88,-1.1499999999999986
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,32,0.0002,34.75,35.87,0.96,0.96,1.1199999999999974
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,33,0.0002,34.75,35.81,0.96,0.96,1.0600000000000023
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,34,0.0001,34.75,35.67,0.96,0.96,0.9200000000000017
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,35,0.0002,34.75,35.73,0.96,0.96,0.9799999999999969
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,36,0.0001,34.75,35.83,0.96,0.96,1.0799999999999983
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,37,0.0001,34.75,35.84,0.96,0.96,1.0900000000000034
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,38,0.0001,34.75,35.82,0.96,0.96,1.0700000000000003
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,39,0.0001,34.75,35.82,0.96,0.96,1.0700000000000003
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,40,0.0001,34.75,35.73,0.96,0.96,0.9799999999999969
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,41,0.0001,34.75,35.82,0.96,0.96,1.0700000000000003
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,42,0.0001,34.75,35.1,0.96,0.96,0.3500000000000014
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,43,0.0002,34.75,35.69,0.96,0.96,0.9399999999999977
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,44,0.0001,34.75,35.75,0.96,0.96,1.0
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,45,0.0001,34.75,35.59,0.96,0.96,0.8400000000000034
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,46,0.0001,34.75,35.65,0.96,0.96,0.8999999999999986
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,47,0.0001,34.75,35.7,0.96,0.96,0.9500000000000028
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,48,0.0001,34.75,35.51,0.96,0.96,0.759999999999998
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,49,0.0001,34.75,35.63,0.96,0.96,0.8800000000000026
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,50,0.0001,34.75,35.74,0.96,0.96,0.990000000000002
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,1,0.0011,35.38,36.1,0.96,0.96,0.7199999999999989
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,2,0.0004,35.38,36.21,0.96,0.96,0.8299999999999983
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,3,0.0003,35.38,36.43,0.96,0.95,1.0499999999999972
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,4,0.0003,35.38,36.5,0.96,0.95,1.1199999999999974
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,5,0.0004,35.38,36.11,0.96,0.96,0.7299999999999969
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,6,0.0003,35.38,36.42,0.96,0.96,1.0399999999999991
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,7,0.0003,35.38,36.28,0.96,0.94,0.8999999999999986
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,8,0.0003,35.38,36.58,0.96,0.96,1.1999999999999957
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,9,0.0003,35.38,36.61,0.96,0.96,1.2299999999999969
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,10,0.0003,35.38,36.59,0.96,0.96,1.2100000000000009
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,11,0.0003,35.38,36.66,0.96,0.96,1.279999999999994
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,12,0.0003,35.38,36.69,0.96,0.97,1.3099999999999952
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,13,0.0002,35.38,36.75,0.96,0.96,1.3699999999999974
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,14,0.0002,35.38,36.77,0.96,0.97,1.3900000000000006
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,15,0.0002,35.38,36.54,0.96,0.97,1.1599999999999966
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,16,0.0002,35.38,36.8,0.96,0.97,1.4199999999999946
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,17,0.0002,35.38,36.84,0.96,0.96,1.4600000000000009
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,18,0.0002,35.38,36.83,0.96,0.96,1.4499999999999957
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,19,0.0002,35.38,36.74,0.96,0.96,1.3599999999999994
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,20,0.0002,35.38,36.77,0.96,0.96,1.3900000000000006
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,21,0.0002,35.38,36.72,0.96,0.96,1.3399999999999963
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,22,0.0002,35.38,36.76,0.96,0.96,1.3799999999999955
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,23,0.0002,35.38,36.7,0.96,0.97,1.3200000000000003
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,24,0.0002,35.38,36.74,0.96,0.96,1.3599999999999994
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,25,0.0002,35.38,36.65,0.96,0.95,1.269999999999996
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,26,0.0002,35.38,36.73,0.96,0.97,1.3499999999999943
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,27,0.0002,35.38,36.63,0.96,0.96,1.25
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,28,0.0002,35.38,36.56,0.96,0.96,1.1799999999999997
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,29,0.0002,35.38,36.42,0.96,0.93,1.0399999999999991
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,30,0.0002,35.38,36.59,0.96,0.96,1.2100000000000009
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,31,0.0002,35.38,36.62,0.96,0.96,1.2399999999999949
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,32,0.0002,35.38,36.33,0.96,0.95,0.9499999999999957
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,33,0.0002,35.38,36.62,0.96,0.96,1.2399999999999949
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,34,0.0002,35.38,36.58,0.96,0.96,1.1999999999999957
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,35,0.0001,35.38,36.52,0.96,0.96,1.1400000000000006
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,36,0.0001,35.38,36.6,0.96,0.96,1.2199999999999989
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,37,0.0001,35.38,36.55,0.96,0.97,1.1699999999999946
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,38,0.0001,35.38,36.54,0.96,0.96,1.1599999999999966
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,39,0.0001,35.38,36.55,0.96,0.96,1.1699999999999946
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,40,0.0001,35.38,36.5,0.96,0.96,1.1199999999999974
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,41,0.0001,35.38,36.48,0.96,0.96,1.0999999999999943
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,42,0.0001,35.38,36.45,0.96,0.96,1.0700000000000003
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,43,0.0001,35.38,36.36,0.96,0.96,0.9799999999999969
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,44,0.0001,35.38,36.48,0.96,0.96,1.0999999999999943
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,45,0.0001,35.38,36.37,0.96,0.96,0.9899999999999949
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,46,0.0001,35.38,36.47,0.96,0.96,1.0899999999999963
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,47,0.0001,35.38,36.33,0.96,0.96,0.9499999999999957
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,48,0.0001,35.38,36.38,0.96,0.96,1.0
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,49,0.0001,35.38,36.51,0.96,0.96,1.1299999999999955
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,50,0.0001,35.38,36.45,0.96,0.96,1.0700000000000003
Radius 5 | Fibre: True | Axis: X | Norm: Yes,1,0.0007,36.39,35.64,0.97,0.97,-0.75
Radius 5 | Fibre: True | Axis: X | Norm: Yes,2,0.0002,36.39,36.93,0.97,0.97,0.5399999999999991
Radius 5 | Fibre: True | Axis: X | Norm: Yes,3,0.0002,36.39,37.6,0.97,0.97,1.2100000000000009
Radius 5 | Fibre: True | Axis: X | Norm: Yes,4,0.0002,36.39,36.93,0.97,0.97,0.5399999999999991
Radius 5 | Fibre: True | Axis: X | Norm: Yes,5,0.0002,36.39,37.42,0.97,0.97,1.0300000000000011
Radius 5 | Fibre: True | Axis: X | Norm: Yes,6,0.0001,36.39,37.79,0.97,0.97,1.3999999999999986
Radius 5 | Fibre: True | Axis: X | Norm: Yes,7,0.0001,36.39,37.77,0.97,0.97,1.3800000000000026
Radius 5 | Fibre: True | Axis: X | Norm: Yes,8,0.0001,36.39,37.8,0.97,0.97,1.4099999999999966
Radius 5 | Fibre: True | Axis: X | Norm: Yes,9,0.0003,36.39,37.68,0.97,0.97,1.2899999999999991
Radius 5 | Fibre: True | Axis: X | Norm: Yes,10,0.0001,36.39,37.63,0.97,0.97,1.240000000000002
Radius 5 | Fibre: True | Axis: X | Norm: Yes,11,0.0002,36.39,37.66,0.97,0.97,1.269999999999996
Radius 5 | Fibre: True | Axis: X | Norm: Yes,12,0.0001,36.39,37.86,0.97,0.97,1.4699999999999989
Radius 5 | Fibre: True | Axis: X | Norm: Yes,13,0.0001,36.39,37.57,0.97,0.97,1.1799999999999997
Radius 5 | Fibre: True | Axis: X | Norm: Yes,14,0.0001,36.39,37.85,0.97,0.97,1.4600000000000009
Radius 5 | Fibre: True | Axis: X | Norm: Yes,15,0.0001,36.39,37.91,0.97,0.97,1.519999999999996
Radius 5 | Fibre: True | Axis: X | Norm: Yes,16,0.0001,36.39,37.87,0.97,0.97,1.4799999999999969
Radius 5 | Fibre: True | Axis: X | Norm: Yes,17,0.0001,36.39,37.92,0.97,0.97,1.5300000000000011
Radius 5 | Fibre: True | Axis: X | Norm: Yes,18,0.0001,36.39,37.61,0.97,0.93,1.2199999999999989
Radius 5 | Fibre: True | Axis: X | Norm: Yes,19,0.0001,36.39,37.85,0.97,0.97,1.4600000000000009
Radius 5 | Fibre: True | Axis: X | Norm: Yes,20,0.0001,36.39,37.85,0.97,0.97,1.4600000000000009
Radius 5 | Fibre: True | Axis: X | Norm: Yes,21,0.0001,36.39,37.7,0.97,0.97,1.3100000000000023
Radius 5 | Fibre: True | Axis: X | Norm: Yes,22,0.0001,36.39,37.85,0.97,0.97,1.4600000000000009
Radius 5 | Fibre: True | Axis: X | Norm: Yes,23,0.0001,36.39,37.89,0.97,0.97,1.5
Radius 5 | Fibre: True | Axis: X | Norm: Yes,24,0.0001,36.39,37.88,0.97,0.97,1.490000000000002
Radius 5 | Fibre: True | Axis: X | Norm: Yes,25,0.0001,36.39,37.62,0.97,0.97,1.2299999999999969
Radius 5 | Fibre: True | Axis: X | Norm: Yes,26,0.0001,36.39,37.8,0.97,0.97,1.4099999999999966
Radius 5 | Fibre: True | Axis: X | Norm: Yes,27,0.0001,36.39,37.63,0.97,0.95,1.240000000000002
Radius 5 | Fibre: True | Axis: X | Norm: Yes,28,0.0001,36.39,37.76,0.97,0.97,1.3699999999999974
Radius 5 | Fibre: True | Axis: X | Norm: Yes,29,0.0001,36.39,37.79,0.97,0.97,1.3999999999999986
Radius 5 | Fibre: True | Axis: X | Norm: Yes,30,0.0001,36.39,37.77,0.97,0.97,1.3800000000000026
Radius 5 | Fibre: True | Axis: X | Norm: Yes,31,0.0001,36.39,37.24,0.97,0.97,0.8500000000000014
